idx,m1,m2,M_total,q,G,r0,v_perp,alpha,omega,dt,n_steps,E0,L0,mu,epsilon,h,e,p,a,r_min,r_max,T_orb,T_norm,r_ratio,orbit_class,orbit_name,dE_max,dE_slope,dL_max,MEGNO,residual_max,residual_mean,e_inst_std,traj_r_mean,traj_r_std,traj_r_min_num,traj_r_max_num,traj_vr_max,traj_vt_mean
60,14.09130819,149.1107684,163.2020766,0.094502284,1,12.00406978,6.099985967,1.654360878,0.153629164,0.1,3000,64.49353978,942.7401177,12.87462657,5.009352265,73.22465723,1.736909915,32.85405761,,12.00406978,,,,,3,hyperbolic,0.000533928,1.34E-08,9.43E-14,2.070469729,,,1.38E-05,515.5271423,284.7867484,12.01390303,1003.5622,3.87184047,0.328805643
61,12.40544604,252.9546534,265.3600994,0.049042174,1,4.413641685,13.90494997,1.79328847,0.346894389,0.018973897,3000,432.2350362,725.7481528,11.82549792,36.5511067,61.3714668,2.215883538,14.19375764,,4.413641685,,,,,3,hyperbolic,0.00046883,3.88E-08,1.00E-13,2.019524149,,,1.63E-05,254.2871791,143.0736285,4.419072423,500.7479568,9.582743963,0.606864876
62,0.664265509,536.6154739,537.2797394,0.00123788,1,3.279256844,9.650919928,0.7539737,5.938541834,0.002137039,3000,-77.80329605,20.99658077,0.663444245,-117.2717929,31.64784522,0.431523659,1.864179931,2.290745823,1.302234803,3.279256844,0.939820668,3.668445514,0.39711278,1,elliptical,0.000302656,-7.63E-07,5.41E-15,1.097092191,1.502626316,0.974899801,7.11E-05,2.486445727,0.664912706,1.302494738,3.279256452,7.325749213,13.91536455
63,9.323106887,23.42794344,32.75105033,0.397948156,1,9.346668062,1.027459462,0.548883897,5.565049716,0.012431045,3000,-19.84867262,64.04586761,6.669136368,-2.976198345,9.603322541,0.698726468,2.815903701,5.502161907,1.657655752,9.346668062,14.16991682,2.837884317,0.177352586,1,elliptical,0.000736553,-4.53E-07,3.55E-15,2.208242802,4.5295354,3.039377921,4.07E-05,6.672694711,2.435711486,1.657921494,9.346667757,2.382971717,1.819111273
64,1.964603102,359.8948206,361.8594237,0.005458826,1,1.996217528,17.45284691,1.29628432,0.170790382,0.004942203,3000,-56.6086949,68.07453423,1.953936901,-28.97160848,34.8396789,0.680353038,3.354350188,6.245069616,1.996217528,10.4939217,5.154847844,34.76754276,0.190226074,1,elliptical,0.000715193,1.05E-06,5.85E-15,2.919023165,0.577195761,0.368436941,3.74E-05,7.869948923,2.546213144,1.996224117,10.50279391,7.069358739,5.363666408
65,27.20793661,159.4819139,186.6898505,0.17060202,1,4.916367661,6.156013997,0.998990645,2.991637029,0.026433587,3000,-442.1891545,703.4452313,23.24268723,-19.02487222,30.26522813,0.002017692,4.906447948,4.906467922,4.896568183,4.916367661,4.997731959,6.264216861,0.995972743,1,elliptical,1.92E-06,-5.27E-10,3.88E-15,2.002195877,0.00070711,0.000325333,0.000194146,4.907759799,0.006030438,4.899265935,4.91636766,0.010753207,6.166820519
66,0.765137467,190.1667317,190.9318692,0.004023509,1,14.30180987,2.167845879,0.59331413,5.100390572,0.012881097,3000,-8.383097471,23.62734868,0.762071267,-11.00041143,31.00411958,0.647978343,5.034546801,8.678396731,3.054983593,14.30180987,11.62518589,2.969973799,0.213608181,1,elliptical,0.000603637,2.74E-07,3.76E-15,2.022858229,3.379506781,2.339934599,4.16E-05,10.72394871,3.452576346,3.055547213,14.30180986,3.990470682,3.463425973
67,8.660959702,10.48400632,19.14496602,0.826111644,1,14.95169638,1.600336594,1.414260041,5.792452868,0.1,3000,0.000399187,113.4855319,4.742842382,8.42E-05,23.92774686,1.000131463,29.90535836,,14.95169638,,,,,2,parabolic,0.11740662,2.95E-05,5.89E-15,2.138745149,,,1.69E-06,107.0673243,49.22536081,14.95212464,184.1995623,0.800232997,0.33505829
68,0.09369459,21.69691676,21.79061135,0.004318337,1,1.309466853,5.768613033,1.414112477,0.754677346,0.01070005,3000,-0.000221925,0.704707733,0.093291725,-0.002378827,7.553807554,0.999714097,2.618559326,4580.1164,1.309466853,9158.923333,417215.0192,1299729.204,0.000142972,1,elliptical,1.047329851,0.000489262,2.46E-14,2.468658392,6986.240755,208.6491167,1.53E-05,26.7516446,12.09319758,1.310194127,45.30322196,2.88470572,0.471933304
69,1.588895837,952.6258826,954.2147784,0.001667912,1,1.487446051,33.4877971,1.322160329,5.19779392,0.001957571,3000,-128.1625304,79.01316679,1.586250112,-80.79591577,49.81129156,0.748107934,2.600216243,5.905092908,1.487446051,10.32273977,2.918750025,49.70019999,0.144094115,1,elliptical,0.000967133,-3.74E-06,4.86E-15,7.55567327,4.417459261,2.911103977,3.61E-05,7.537766232,2.679232445,1.487448093,10.33381875,14.33655612,8.539074194
70,56.11068829,126.6252702,182.7359585,0.443123937,1,6.771196308,6.18592022,1.190762116,3.280608712,0.043447505,3000,-305.391836,1628.589705,38.8814064,-7.854444176,41.88608016,0.417914418,9.60097687,11.63264735,6.771196308,16.4940984,18.4410525,14.14814835,0.410522367,1,elliptical,0.000293415,-7.60E-08,4.19E-15,3.014091976,1.434828067,0.940783308,7.40E-05,12.60336008,3.313463587,6.771220497,16.50225168,1.824436988,3.620302545
71,1.214054187,48.0043633,49.21841749,0.025290497,1,1.662658824,5.414754388,0.995214076,5.005007789,0.009898698,3000,-17.69347052,10.66038876,1.18410752,-14.94245262,9.002889161,0.009548944,1.646782188,1.646932359,1.631205895,1.662658824,1.892908797,6.19425101,0.981082752,1,elliptical,1.00E-05,-9.73E-09,3.00E-15,1.937391765,0.015529181,0.0097279,0.000191052,1.647292717,0.010829057,1.632078289,1.662658819,0.050769655,5.465499925
72,0.110597389,20.16917576,20.27977315,0.005483486,1,12.46116154,1.804442403,1.414460229,2.074715929,0.1,3000,6.25E-05,2.47326974,0.109994238,0.000567765,22.48544827,1.000697741,24.93101773,,12.46116154,,,,,2,parabolic,0.040494587,7.29E-06,3.95E-15,1.990990778,,,2.65E-06,110.9439029,51.03120842,12.461815,190.3418956,0.90256072,0.313261895
73,0.88167971,515.3198192,516.2014989,0.001710937,1,9.892810692,5.033925974,0.696878464,1.933119138,0.008290408,3000,-34.77500847,43.83237009,0.880173788,-39.50925253,49.7996767,0.514360407,4.804340562,6.532665969,3.172521245,9.892810692,4.617489494,3.37159964,0.320689574,1,elliptical,0.0003865,4.57E-07,3.40E-15,2.826246224,1.415780872,0.895878049,5.73E-05,7.467464728,2.178511245,3.173201162,9.892810564,5.331642109,7.51589648
74,5.027250728,655.0476901,660.0749409,0.007674633,1,5.496292583,15.49992353,1.414385692,1.821081446,0.016718099,3000,0.145858391,425.0202463,4.988962273,0.029236218,85.19211472,1.000486887,10.99526124,,5.496292583,,,,,2,parabolic,0.615351679,0.000183792,3.08E-15,1.930504153,,,1.53E-05,112.517818,50.91603965,5.499347564,190.6920362,7.754031233,1.266674062
75,11.12383403,164.1528148,175.2766489,0.067765113,1,6.475190212,6.670563055,1.282114254,0.848731366,0.041485422,3000,-50.22194697,449.9806078,10.41786616,-4.820751794,43.19316461,0.64381696,10.64402749,18.17938948,6.475190212,29.88358874,36.7863568,29.55765758,0.216680475,1,elliptical,0.00061914,-1.78E-08,7.58E-15,1.177623508,2.04798674,1.280849431,4.48E-05,21.70032231,7.362375042,6.475193029,29.90629772,2.61373176,2.405815244
76,0.386068241,231.4474598,231.8335281,0.00166806,1,3.813736973,11.77038178,1.5096553,2.570043532,0.016304847,3000,3.269128502,17.3014116,0.385425328,8.48187252,44.88914019,1.279059126,8.691732052,,3.813736973,,,,,3,hyperbolic,0.00129551,2.83E-07,3.61E-14,2.044097256,,,1.52E-05,124.1711997,65.34980044,3.816446596,234.2045686,6.607400688,0.7428468
77,0.57356712,27.27070413,27.84427125,0.021032355,1,9.258558886,2.133574185,1.230301396,1.489504959,0.1,3000,-0.410831465,11.09675209,0.561752149,-0.731339374,19.75382223,0.513641524,14.01413919,19.0364913,9.258558886,28.81442371,98.89909041,18.52444203,0.321316816,1,elliptical,0.000124487,-2.00E-08,5.60E-15,3.666766333,1.622146162,1.045496936,1.98E-05,21.42131906,6.527763513,9.258582746,28.81959894,0.724134159,1.048714631
78,8.458541189,323.3162392,331.7747804,0.02616182,1,4.461353752,10.422563,1.208609975,3.893811762,0.017244756,3000,-165.2822022,383.2841026,8.242892131,-20.05148188,46.49874055,0.460738072,6.516869277,8.273073838,4.461353752,12.08479392,8.208400419,15.86646681,0.369170859,1,elliptical,0.000334106,-9.73E-08,1.93E-15,1.478446738,1.630167162,1.053722075,6.70E-05,9.078302848,2.55010918,4.461365366,12.09111284,3.289404989,5.668500076
79,6.860815017,107.2469177,114.1077327,0.063972142,1,9.110229463,4.262857681,1.204503187,0.451448972,0.085805511,3000,-22.17735056,250.4238007,6.448303248,-3.439253662,38.83561164,0.450827927,13.21737533,16.5890254,9.110229463,24.06782134,39.74235867,15.43893017,0.37852323,1,elliptical,0.000324119,-8.07E-11,1.93E-15,1.294509698,0.442120518,0.274648331,6.76E-05,18.26266295,5.01208888,9.110240925,24.08022952,1.325447482,2.342618161
80,20.46223759,676.7579743,697.2202119,0.03023568,1,4.0672331,2.878477711,0.21985048,6.045680831,4.04E-05,3000,-3322.48394,232.529721,19.86170542,-167.2808991,11.70743982,0.951665766,0.196586595,2.083980346,0.100727593,4.0672331,0.715871895,2.304473412,0.024765631,1,elliptical,7.79E-10,6.05E-09,3.18E-15,1.219422804,39.36467007,38.38162477,1.10E-11,3.967758937,0.089519618,3.76597929,4.067233067,5.103621108,2.952168805
81,0.052306718,27.10159524,27.15390196,0.001930024,1,1.001703412,7.364643628,1.41450729,2.713994631,0.006413149,3000,0.00058792,0.385133209,0.052205959,0.011261558,7.377188652,1.000830874,2.004239114,,1.001703412,,,,,2,parabolic,0.360684008,0.0002807,1.64E-14,2.184939484,,,1.53E-05,20.52523314,9.292174194,1.002260376,34.79737658,3.684888844,0.601556828
82,0.365458609,292.6785764,293.044035,0.001248669,1,5.515245572,7.859634196,1.078247148,0.969389467,0.025220842,3000,-8.120045571,15.82207482,0.365002842,-22.24652699,43.3478127,0.162616912,6.412117775,6.586287268,5.515245572,7.657328964,6.204037712,8.199617431,0.720257102,1,elliptical,0.000126558,-5.89E-08,2.92E-15,2.175525745,0.185035037,0.117183504,0.000127111,6.662182803,0.755474209,5.515246207,7.660790661,1.101208604,6.593323711
83,1.689965573,177.4854562,179.1754217,0.009521713,1,6.834244771,11.46617506,2.239363602,2.590297156,0.044491323,3000,66.15631601,131.1811068,1.674025979,39.51928874,78.36264696,4.014749342,34.27202447,,6.834244771,,,,,3,hyperbolic,0.000322059,3.90E-09,1.63E-13,1.921548254,,,1.99E-05,601.9529197,344.2642655,6.849472072,1197.198738,9.180886647,0.3661718
84,9.917912932,19.01274102,28.93065396,0.521645612,1,4.474945577,5.942285947,2.337051593,4.750673357,0.058665295,3000,72.93744022,173.3197595,6.517886196,11.19035191,26.59140621,4.46181015,24.44130317,,4.474945577,,,,,3,hyperbolic,0.000309259,2.25E-09,6.08E-14,1.915885074,,,2.08E-05,421.3900957,241.3344694,4.486024972,838.7770881,4.854932948,0.180218037
85,4.650065137,989.9700129,994.620078,0.004697178,1,2.361868073,34.8997989,1.700678147,1.573517491,0.003836486,3000,869.5795859,381.5069149,4.628325071,187.8821329,82.42872077,1.89230616,6.831245577,,2.361868073,,,,,3,hyperbolic,0.00055808,2.92E-07,1.28E-13,1.67770361,,,1.57E-05,118.810981,66.21823059,2.364350121,232.5881448,22.83754215,1.67214907
86,71.45532414,74.72518935,146.1805135,0.95624146,1,19.4259155,3.721218667,1.356535604,3.309813828,0.1,3000,-21.96328079,2640.455307,36.52684273,-0.60129152,72.28807939,0.840188846,35.74735304,121.5554424,19.4259155,223.6849693,696.4608991,98.34883904,0.086844975,1,elliptical,0.000296405,4.66E-08,3.96E-15,2.681332224,10.36775105,7.036357482,4.40E-06,155.1454918,57.29235157,19.42754285,220.8713929,1.699127176,0.637506282
87,2.990038174,731.2987836,734.2888218,0.004088668,1,4.871342251,5.684234883,0.462980691,5.232869545,0.000550063,3000,-400.7642844,82.45658153,2.977862681,-134.5811836,27.68985355,0.78564888,1.044177668,2.728051582,0.584760912,4.871342251,1.044781025,2.633211662,0.120041024,1,elliptical,0.001110226,-1.70E-05,2.41E-15,3.24204807,7.052783783,4.825897908,3.25E-05,3.454007311,1.33055353,0.5848507,4.871341723,20.83450254,10.91181833
88,443.8163436,492.1111453,935.9274889,0.901862004,1,15.09635639,7.837455366,0.99538261,5.016798909,0.06216722,3000,-7300.412338,27610.32443,233.3588571,-31.28405936,118.3170194,0.00921346,14.95726672,14.95853652,14.82071665,15.09635639,11.88207874,6.197339917,0.981741306,1,elliptical,9.66E-06,-1.52E-09,2.90E-15,1.933571223,0.015043775,0.00942082,0.000191201,14.9617958,0.094779255,14.82865332,15.09635634,0.070802492,7.908259734
89,1.840414565,41.98238799,43.82280256,0.043837777,1,5.365228034,3.358284421,1.175063925,3.176167887,0.062576454,3000,-4.458748142,31.76788569,1.763123165,-2.528892043,18.01796172,0.380775227,7.408173956,8.664427309,5.365228034,11.96362658,24.20692296,12.89458544,0.448461676,1,elliptical,0.000262743,3.66E-08,2.35E-15,1.958482757,1.230802207,0.810744277,7.70E-05,9.36033109,2.240941172,5.365228286,11.96927689,0.926783437,2.063283445
90,3.123706937,311.9036827,315.0273897,0.010014973,1,2.692902887,10.74859126,0.993774244,0.799384294,0.007995809,3000,-183.1461121,89.51889448,3.092733297,-59.21820426,28.94491244,0.012412752,2.659476552,2.659886378,2.626869869,2.692902887,1.535678624,6.167987125,0.975478872,1,elliptical,1.30E-05,-1.20E-08,3.02E-15,2.074845067,0.023297064,0.014634897,0.000189626,2.660543398,0.022910556,2.628259151,2.692902883,0.132290415,10.88013037
91,10.72789563,491.6629969,502.3908926,0.021819612,1,1.979077609,22.53498471,1.41438552,4.771080843,0.004140493,3000,0.648160032,468.2312541,10.49881556,0.061736491,44.59848367,1.000486399,3.959117841,,1.979077609,,,,,2,parabolic,0.615967814,0.000742841,7.16E-15,1.413320256,,,1.53E-05,40.51480195,18.33355799,1.980177631,68.66331483,11.27340612,1.841589746
92,0.097174199,10.92613585,11.02331005,0.008893739,1,1.699355123,4.365060263,1.713863797,4.120970724,0.022240726,3000,0.29281649,0.714463308,0.096317575,3.040114839,7.417787521,1.937329115,4.99156528,,1.699355123,,,,,3,hyperbolic,0.00054197,4.72E-08,2.53E-14,2.191413748,,,1.58E-05,87.31266092,48.74417683,1.701183408,171.1049089,2.879523958,0.206166715
93,0.019681775,13.46664127,13.48632305,0.001461521,1,5.712742699,1.649307369,1.073438461,0.136492498,0.1,3000,-0.019665563,0.1851724,0.019653051,-1.000636602,9.422068628,0.15227013,6.582622774,6.738871547,5.712742699,7.765000395,29.93049204,8.049958467,0.735704109,1,elliptical,7.83E-05,-2.67E-09,3.30E-15,2.362751781,0.025185118,0.015452688,8.47E-05,6.815897234,0.723206618,5.712742861,7.767300224,0.218210458,1.39847601
94,3.450834294,159.9042554,163.3550897,0.021580628,1,3.768453083,15.05157357,2.286110019,0.45111475,0.019079065,3000,236.2085613,191.600428,3.377936307,69.9268843,56.72114884,4.226299018,19.69506265,,3.768453083,,,,,3,hyperbolic,0.000315489,7.99E-09,4.67E-13,1.963960444,,,2.03E-05,342.9645052,196.2850725,3.777291417,682.3950789,12.17317994,0.468704913
95,0.658698372,610.4310098,611.0897082,0.001079071,1,1.707534118,18.93640237,1.000989872,5.679397518,0.00300871,3000,-117.5067247,21.27575943,0.657988355,-178.5848088,32.33455312,0.001980724,1.710916272,1.710922984,1.707534118,1.714311851,0.568817664,6.301899521,0.996046382,1,elliptical,2.49E-06,6.01E-09,4.01E-15,1.997784494,0.001620429,0.000858778,0.000194201,1.711430557,0.002724338,1.707534119,1.715260241,0.042683354,18.89333746
96,0.080666177,19.87559396,19.95626014,0.004058554,1,7.222073442,2.317199497,1.393974398,4.554158408,0.1,3000,-0.006308679,1.344490566,0.080340112,-0.078524649,16.73498495,0.943164623,14.03367762,127.0700374,7.222073442,246.9180013,2014.675136,463.7156511,0.029248874,1,elliptical,0.002406158,1.94E-07,3.63E-15,2.096837552,20.67486227,12.51365889,8.93E-06,99.47586839,41.98936582,7.223877787,159.4724385,1.124876482,0.259123467
97,0.768246189,96.53497268,97.30321887,0.007958216,1,4.177287157,8.006765346,1.658978137,2.259849972,0.028850719,3000,6.677270625,25.49231738,0.762180591,8.760746082,33.44655805,1.752208458,11.49676504,,4.177287157,,,,,3,hyperbolic,0.000620584,4.85E-08,4.04E-14,1.958448265,,,1.55E-05,195.5270644,108.2926664,4.181352201,381.2565788,5.098519521,0.402545897
98,0.139201541,12.21818122,12.35738276,0.011392984,1,8.42490283,1.712886787,1.414320578,0.115848132,0.1,3000,3.06E-05,1.986175709,0.137633485,0.000221993,14.43090474,1.000302697,16.85235585,,8.42490283,,,,,2,parabolic,0.183999413,2.29E-05,5.81E-15,2.351346482,,,4.40E-06,95.48980196,43.76994829,8.425773589,163.1796315,0.856619682,0.240294075
99,12.32373402,181.773257,194.0969911,0.067797289,1,10.2433712,4.58067191,1.052304047,5.092645569,0.0784393,3000,-97.6075969,541.53384,11.54126738,-8.457268483,46.92152274,0.107343808,11.34293368,11.47515841,10.2433712,12.70694561,17.53107311,7.449953047,0.806123794,1,elliptical,9.17E-05,-4.51E-09,2.52E-15,1.731264147,0.138092674,0.08713841,0.000145283,11.53832807,0.868774842,10.24337389,12.71294851,0.445187924,4.090021753
100,5.408504399,83.72580172,89.13430612,0.064597822,1,2.086838221,10.83638174,1.658082909,0.267360955,0.010643623,3000,81.29017561,114.8853607,5.080326382,16.00097503,22.61377559,1.749238935,5.737216888,,2.086838221,,,,,3,hyperbolic,0.000622161,1.32E-07,1.09E-13,2.012735572,,,1.55E-05,97.51882497,54.00244482,2.088865547,190.1325044,6.896096607,0.545398426
101,1.39337098,79.85016246,81.24353344,0.01744982,1,1.697653456,7.553589728,1.091901623,5.179955625,0.008180087,3000,-26.46920811,17.56128117,1.369473907,-19.328012,12.82337771,0.192249155,2.024025899,2.10170434,1.697653456,2.505755225,2.1239432,8.654933536,0.677501713,1,elliptical,0.000143931,5.17E-08,2.83E-15,1.353893199,0.259012785,0.163952256,0.000117653,2.142948824,0.2838052,1.697653637,2.506872872,1.219761227,6.095026581
102,0.81702936,722.1955129,723.0125422,0.001131313,1,15.97364108,5.156666163,0.76647512,5.981144987,0.021228333,3000,-26.08866607,67.22325791,0.816106088,-31.96724842,82.37073446,0.412515891,9.384260299,11.30864522,6.643649363,15.97364108,8.886337878,3.74274169,0.415913274,1,elliptical,0.000286577,6.91E-08,3.17E-15,1.347073451,1.392942767,0.92107773,7.24E-05,12.34715294,3.157009786,6.645016113,15.97364103,3.620771004,7.237391548
103,299.0079595,572.7645004,871.7724599,0.522043456,1,18.31989739,5.849400422,0.847952057,3.457784565,0.037227465,3000,-5987.523715,21051.84122,196.4516573,-30.47835685,107.1604155,0.280977309,13.17242191,14.30150031,10.28310323,18.31989739,11.50934731,4.333788501,0.561307905,1,elliptical,0.00019532,-6.01E-08,2.07E-15,2.061266161,0.132646317,0.082841862,9.73E-05,14.80309471,2.793655487,10.28567554,18.31989642,2.285447666,7.527036603
104,11.0291233,157.8813239,168.9104472,0.069857049,1,3.490273519,6.9084256,0.993071596,3.592989105,0.016045279,3000,-252.8938992,248.5729043,10.30896914,-24.531444,24.11229493,0.013808806,3.442077009,3.44273348,3.395193441,3.490273519,3.088209233,6.155251172,0.97275856,1,elliptical,1.44E-05,-5.18E-09,3.32E-15,2.064644325,0.006471955,0.003849039,0.000188806,3.443682207,0.033056585,3.396979362,3.490273492,0.094941844,7.002538477
105,0.505665593,301.1698427,301.6755083,0.001679005,1,8.901571164,3.078018541,0.528730714,5.334288751,0.003338502,3000,-14.71698073,13.83160993,0.504818001,-29.15304265,27.39920109,0.720443832,2.488489121,5.173996963,1.446422762,8.901571164,4.257445488,2.784319829,0.162490726,1,elliptical,0.000808106,1.27E-06,6.04E-15,2.178975099,4.949898681,3.531383858,3.32E-05,6.709174736,2.176458156,1.446658177,8.901570191,7.932506623,5.038345755
106,18.84406604,23.27013305,42.11419909,0.809796231,1,8.991184964,0.554446832,0.256185237,2.318423457,0.000865452,3000,-47.17000343,51.90650366,10.41225842,-4.53023749,4.98513402,0.934369124,0.590099343,4.648122663,0.305060361,8.991184964,9.702462349,2.335451437,0.033928827,1,elliptical,8.52E-09,2.72E-09,4.38E-15,0.315257595,24.16924631,21.28448388,1.52E-10,8.422710421,0.517092794,7.239282631,8.991184782,1.449218212,0.594213074
107,34.05480946,50.63761632,84.69242578,0.672519995,1,9.018751425,4.334808878,1.414558382,1.352416356,0.098101599,3000,0.093253575,796.0191348,20.36137659,0.004579925,39.09456374,1.000975417,18.04629989,,9.018751425,,,,,2,parabolic,0.307268996,1.56E-05,7.28E-15,2.402330806,,,1.53E-05,184.8681866,83.70926946,9.023766727,313.4600867,2.169072018,0.354002697
108,15.07749143,41.99161152,57.06910294,0.359059605,1,2.062806195,12.73132013,2.420483514,3.887159267,0.013072717,3000,592.1732377,291.3549839,11.09406193,53.3774952,26.26224602,4.858740442,12.08544608,,2.062806195,,,,,3,hyperbolic,0.000300383,8.01E-09,3.81E-13,2.002355937,,,2.16E-05,204.76347,117.3819289,2.06836715,407.8104929,10.55957751,0.370557367
109,3.510692284,29.28282641,32.79351869,0.11988912,1,19.2541049,0.891450227,0.683069286,0.946236946,0.082541788,3000,-4.093667059,53.80692496,3.134857033,-1.305854466,17.16407619,0.533416351,8.983650525,12.55634511,5.858585321,19.2541049,48.81808339,3.30894641,0.30427721,1,elliptical,0.000410001,8.71E-09,4.36E-15,1.177865988,2.135961527,1.419985142,5.65E-05,14.41163119,4.391746606,5.859636365,19.25410176,1.019146347,1.360173911
110,0.078072032,47.72677089,47.80484292,0.001635812,1,4.15323845,1.23700063,0.364609018,4.736080859,0.000775296,3000,-0.837527373,0.400444586,0.07794453,-10.74517196,5.137558578,0.867060264,0.552130423,2.224480125,0.295721801,4.15323845,3.014995827,2.462874965,0.071202702,1,elliptical,0.001902277,-9.67E-06,2.08E-15,-0.989647838,12.22774951,7.828707145,2.27E-05,2.794734004,1.089103887,0.29578926,4.153237728,8.068125339,2.608418598
